CustomerID,Age,Marital_Status,Education,Employment_Type,Suburb,City,Province,Location_Type,Customer_Tenure,Annual_Income,Current_Account,Savings_Account,Credit_Card,Personal_Loan,Home_Loan,Vehicle_Loan,Current_Account_Balance,Savings_Account_Balance,Credit_Card_Balance,Personal_Loan_Balance,Home_Loan_Balance,Vehicle_Loan_Balance,Current_Account_Closed_Date,Savings_Account_Closed_Date,Credit_Card_Closed_Date,Personal_Loan_Closed_Date,Home_Loan_Closed_Date,Vehicle_Loan_Closed_Date,Online_Banking_Registered,Mobile_App_Registered,USSD_Registered,Online_Banking_Txns,Mobile_App_Txns,USSD_Txns,Credit_Score,Flag_Product_Mismatch,Flag_Closed_With_Balance,Flag_No_Products,Num_Products,Num_Digital_Channels,Total_Digital_Txns,Num_Prev_Closures,Digitally_Dormant
97,26,Single,Matric,Self-employed,Mitchells Plain,Cape Town,Western Cape,Township,3.7,111291.5,True,True,False,False,False,True,1522.66,9098.88,0.0,0.0,0.0,609415.84,,,,,,,False,False,True,0.0,0.0,1.0,508.0,False,False,False,3,1,1.0,0,False
98,38,Single,Bachelor's,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,1.7,311609.68,True,True,True,True,False,False,4138.18,34356.43,44019.64,120879.09,0.0,0.0,,,,,,,True,True,True,8.0,0.0,2.0,713.0,False,False,False,4,3,10.0,0,False
99,49,Married,Matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,7.6,333894.55,True,True,False,False,True,False,4873.36,24526.01,0.0,0.0,2800000.0,0.0,,,,,,,True,True,False,5.0,9.0,0.0,683.0,False,False,False,3,2,14.0,0,False
100,31,Single,Matric,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,2.9,282834.32,False,True,True,False,True,True,0.0,25600.92,25478.58,0.0,,653887.42,,,,,,,False,False,False,0.0,0.0,0.0,501.0,True,False,False,4,0,0.0,0,False
101,35,Single,Matric,Informal trader,Khayelitsha,Cape Town,Western Cape,Township,5.8,40016.79,True,True,False,False,False,False,683.66,2549.53,0.0,0.0,0.0,0.0,,,,,,,False,True,True,0.0,0.0,3.0,583.0,False,False,False,2,2,3.0,0,False
102,39,Married,Matric,Full-time employed,Centurion,Tshwane,Gauteng,Suburban,2.3,405876.9,True,False,True,False,False,False,5330.32,0.0,20485.29,0.0,0.0,0.0,,,,,,,False,True,False,0.0,12.0,0.0,673.0,False,False,False,2,1,12.0,0,False
103,32,Single,Less than matric,Retired,Sandton,Johannesburg,Gauteng,Urban,3.9,288674.27,True,True,False,True,False,False,6169.05,36860.42,0.0,62574.86,0.0,0.0,,,,,,2021-08-09,True,False,True,10.0,0.0,1.0,852.0,False,False,False,3,2,11.0,1,False
104,36,Single,Matric,Retired,Mitchells Plain,Cape Town,Western Cape,Township,2.8,209398.19,True,True,False,False,True,False,3339.35,22121.86,0.0,0.0,1309666.58,0.0,,,,,,,False,True,False,0.0,0.0,0.0,622.0,False,False,False,3,1,0.0,0,True
105,36,Single,Bachelor's,Unemployed,Langenhoven Park,Bloemfontein,Free State,Suburban,3.5,14721.14,False,True,False,False,False,True,0.0,1866.8,0.0,1097.69,0.0,403904.19,,,,,,,True,True,False,0.0,3.0,0.0,551.0,True,False,False,2,2,3.0,0,False
106,35,Married,Bachelor's,Part-time employed,Mamelodi,Tshwane,Gauteng,Township,6.9,78423.67,True,True,False,False,False,False,1158.66,8969.9,0.0,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,8.0,466.0,False,False,False,2,1,8.0,0,False
107,35,Single,Bachelor's,Informal trader,Mdantsane,East London,Eastern Cape,Township,1.3,183383.81,False,False,True,False,False,False,0.0,0.0,9677.83,0.0,0.0,0.0,,,,,,,False,True,True,0.0,3.0,4.0,688.0,False,False,False,1,2,7.0,0,False
108,42,Single,Matric,Part-time employed,Botshabelo,Bloemfontein,Free State,Township,4.2,60966.41,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,0.0,6.0,7.0,385.0,False,False,True,0,3,13.0,0,False
109,28,Single,Diploma/Certificate,Full-time employed,Mdantsane,East London,Eastern Cape,Township,6.8,311847.28,False,True,False,False,False,False,0.0,20075.5,0.0,0.0,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,800.0,False,False,False,1,0,0.0,0,False
110,18,Single,Less than matric,Full-time employed,Galeshewe,Kimberley,Northern Cape,Township,2.5,474881.26,False,False,False,False,True,False,0.0,0.0,0.0,0.0,567927.75,0.0,,,,,,,False,True,True,0.0,2.0,3.0,298.0,False,False,False,1,2,5.0,0,False
111,31,Single,Less than matric,Unemployed,Tembisa,Ekurhuleni,Gauteng,Township,5.1,31202.68,False,True,False,False,False,False,0.0,3692.65,0.0,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,5.0,664.0,False,False,False,1,1,5.0,0,False
112,49,Single,Diploma/Certificate,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,3.3,518382.61,True,True,True,False,True,True,6763.52,42214.13,8425.13,0.0,2076340.98,842316.5,,,,,,,True,True,False,6.0,3.0,0.0,694.0,False,False,False,5,2,9.0,0,False
113,36,Married,Matric,Unemployed,Mahikeng CBD,Mahikeng,North West,Urban,7.2,15846.04,False,True,False,True,True,False,0.0,1228.37,0.0,124142.75,2303692.47,0.0,,,,,,,False,True,True,0.0,3.0,1.0,596.0,False,False,False,3,2,4.0,0,False
114,21,Single,Less than matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,2.2,133886.68,False,False,True,True,False,False,0.0,0.0,10391.04,18464.71,0.0,0.0,,,,,,,True,True,False,0.0,5.0,0.0,817.0,False,False,False,2,2,5.0,0,False
115,41,Married,Bachelor's,Self-employed,Soweto,Johannesburg,Gauteng,Township,5.8,95497.94,False,False,True,True,False,False,0.0,0.0,7430.13,178785.35,0.0,0.0,,,,,,,False,True,False,0.0,3.0,0.0,425.0,False,False,False,2,1,3.0,0,False
116,49,Married,Matric,Informal trader,Rosebank,Johannesburg,Gauteng,Urban,3.2,13770.56,True,True,False,False,True,True,252.64,1789.13,0.0,0.0,615146.97,220569.75,,,,,,,True,True,True,2.0,2.0,1.0,776.0,False,False,False,4,3,5.0,0,False
117,18,Single,Less than matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,1.3,127621.51,True,False,True,False,False,False,2594.0,0.0,10610.49,0.0,0.0,0.0,,,,,,,True,True,True,3.0,4.0,0.0,577.0,False,False,False,2,3,7.0,0,False
119,24,Single,Diploma/Certificate,Unemployed,Hillcrest,Durban,KwaZulu-Natal,Suburban,2.8,8712.88,False,False,False,True,False,False,0.0,0.0,0.0,57018.0,0.0,0.0,,,,,,,True,True,False,0.0,7.0,0.0,277.0,False,False,False,1,2,7.0,0,False
120,23,Married,Diploma/Certificate,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,4.6,163378.6,True,True,True,True,False,True,2927.55,12889.95,8386.18,27412.05,0.0,404049.32,,,,,,,True,False,True,2.0,0.0,0.0,658.0,False,False,False,5,2,2.0,0,False
121,62,Married,Matric,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,9.1,213683.79,True,True,True,False,False,True,2777.37,15353.23,26645.71,0.0,0.0,214458.85,,,,,,,False,True,True,0.0,0.0,1.0,845.0,False,False,False,4,2,1.0,0,False
122,24,Single,Matric,Full-time employed,Mamelodi,Tshwane,Gauteng,Township,2.3,388229.15,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,666820.83,,2023-04-10,,,,,False,False,False,0.0,0.0,0.0,330.0,False,False,False,1,0,0.0,1,False
123,49,Single,Matric,Part-time employed,Mamelodi,Tshwane,Gauteng,Township,9.4,124572.81,True,False,False,False,False,True,2446.98,0.0,0.0,0.0,0.0,660605.93,,,,,,,True,True,False,4.0,4.0,0.0,633.0,False,False,False,2,2,8.0,0,False
124,48,Married,Diploma/Certificate,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,4.5,270007.05,True,False,True,False,False,True,4250.46,0.0,22689.73,0.0,0.0,442435.48,,2022-10-16,,,,,True,True,True,8.0,7.0,1.0,967.0,False,False,False,3,3,16.0,1,False
125,47,Married,Matric,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,0.3,19993.64,False,True,False,True,False,False,0.0,1192.57,0.0,167575.59,0.0,0.0,,,,,,,False,False,True,0.0,0.0,5.0,105.0,False,False,False,2,1,5.0,0,False
126,42,Single,Less than matric,Part-time employed,Soweto,Johannesburg,Gauteng,Township,4.0,288502.31,False,False,True,False,False,False,0.0,0.0,33937.59,0.0,0.0,0.0,,,,,,,True,False,True,10.0,0.0,5.0,645.0,False,False,False,1,2,15.0,0,False
127,28,Single,Matric,Retired,Motherwell,Gqeberha,Eastern Cape,Township,2.2,333627.44,True,True,False,True,False,False,6465.83,29861.14,0.0,61395.83,0.0,0.0,,,,,,,True,True,True,1.0,3.0,2.0,251.0,False,False,False,3,3,6.0,0,False
128,31,Single,Diploma/Certificate,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,5.8,188416.24,True,True,True,False,True,True,3700.49,19114.43,31138.37,0.0,471013.8,661212.23,,,,,,,True,True,False,9.0,31.0,0.0,868.0,False,False,False,5,2,40.0,0,False
129,23,Single,Matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,2.3,280813.56,False,True,True,False,True,True,0.0,33248.07,20987.82,0.0,1162724.6,455932.96,,,,,,,True,True,False,9.0,8.0,0.0,849.0,False,False,False,4,2,17.0,0,False
130,26,Single,Less than matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,2.9,11927.35,False,True,False,True,False,False,0.0,724.71,0.0,20547.74,0.0,0.0,,,,,,,False,True,True,0.0,3.0,4.0,666.0,False,False,False,2,2,7.0,0,False
131,24,Single,Bachelor's,Informal trader,Centurion,Tshwane,Gauteng,Suburban,5.1,339976.7,False,False,False,False,True,False,0.0,0.0,0.0,0.0,921001.71,0.0,,,,,,,False,True,False,0.0,2.0,0.0,484.0,False,False,False,1,1,2.0,0,False
132,38,Married,Bachelor's,Full-time employed,Centurion,Tshwane,Gauteng,Suburban,1.3,322492.94,True,True,True,False,True,False,4585.9,30800.78,6180.01,0.0,2800000.0,0.0,,,,,,,True,True,False,4.0,7.0,0.0,984.0,False,False,False,4,2,11.0,0,False
133,30,Married,Diploma/Certificate,Self-employed,Waterfront,Cape Town,Western Cape,Urban,4.4,135493.01,True,True,True,False,False,False,1976.75,19566.43,16914.39,0.0,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,558.0,False,False,False,3,0,0.0,0,False
134,44,Single,Matric,Retired,Seshego,Polokwane,Limpopo,Township,9.0,40560.78,True,True,False,False,True,True,747.44,,0.0,0.0,1667818.55,209005.72,,,,,,,True,True,False,0.0,0.0,0.0,791.0,True,False,False,4,2,0.0,0,True
135,53,Married,Diploma/Certificate,Part-time employed,Fourways,Johannesburg,Gauteng,Suburban,4.1,88388.56,False,True,False,False,False,True,0.0,5411.65,0.0,0.0,0.0,430465.5,,,,,,,True,False,False,0.0,0.0,0.0,493.0,False,False,False,2,1,0.0,0,True
136,70,Married,Matric,Retired,Mitchells Plain,Cape Town,Western Cape,Township,10.9,58184.84,True,True,False,True,False,False,971.77,6280.82,0.0,219753.76,0.0,0.0,,,,,,,True,True,False,5.0,2.0,0.0,623.0,False,False,False,3,2,7.0,0,False
137,36,Married,Bachelor's,Full-time employed,Centurion,Tshwane,Gauteng,Suburban,4.4,269515.02,True,True,True,False,True,False,5053.5,35173.19,11331.54,0.0,1869062.89,0.0,,,,,,,True,True,True,0.0,2.0,2.0,518.0,False,False,False,4,3,4.0,0,False
138,18,Single,Postgraduate,Unemployed,Motherwell,Gqeberha,Eastern Cape,Township,1.1,14183.31,False,False,False,True,False,False,521.75,0.0,0.0,174784.75,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,363.0,True,False,False,1,0,0.0,0,False
139,56,Single,Bachelor's,Informal trader,Nelspruit,Mbombela,Mpumalanga,Urban,2.2,262590.16,True,True,True,False,False,False,3479.75,35003.96,11301.04,0.0,0.0,0.0,,,,,,,True,True,True,8.0,10.0,2.0,300.0,False,False,False,3,3,20.0,0,False
140,36,Single,Matric,Unemployed,Unknown,Johannesburg,Gauteng,Township,4.5,20046.14,False,True,True,False,False,False,0.0,1974.45,1790.99,0.0,0.0,916.83,,,,,,,True,True,False,7.0,5.0,0.0,756.0,True,False,False,2,2,12.0,0,False
141,48,Married,Matric,Full-time employed,Galeshewe,Kimberley,Northern Cape,Township,5.4,286676.87,False,True,False,False,True,True,0.0,21391.48,0.0,0.0,2800000.0,451507.34,,,,,,,True,True,True,0.0,1.0,2.0,416.0,False,False,False,3,3,3.0,0,False
142,22,Single,Matric,Unemployed,Sandton,Johannesburg,Gauteng,Urban,4.0,7084.34,True,False,False,False,False,False,100.32,0.0,0.0,0.0,0.0,0.0,,,,,,,True,False,False,0.0,0.0,0.0,537.0,False,False,False,1,1,0.0,0,True
143,31,Single,Bachelor's,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,1.3,241730.76,True,False,False,False,True,False,3091.95,0.0,0.0,0.0,1471007.31,0.0,,,,,,,True,False,False,2.0,0.0,0.0,478.0,False,False,False,2,1,2.0,0,False
144,40,Single,Less than matric,Unemployed,Fourways,Johannesburg,Gauteng,Suburban,2.0,40060.63,False,False,False,True,False,False,0.0,0.0,0.0,67267.3,0.0,0.0,,,2023-01-26,,,,True,True,True,1.0,0.0,5.0,543.0,False,False,False,1,3,6.0,1,False
145,26,Single,Diploma/Certificate,Retired,Umhlanga,Durban,KwaZulu-Natal,Urban,1.3,244696.41,True,True,True,False,False,False,3431.79,14952.23,38199.2,0.0,0.0,0.0,,,,,,,False,True,False,0.0,13.0,0.0,552.0,False,False,False,3,1,13.0,0,False
146,54,Single,Matric,Unemployed,Mitchells Plain,Cape Town,Western Cape,Township,2.4,26763.5,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,7.0,5.0,0.0,716.0,False,False,True,0,3,12.0,0,False
147,59,Married,Matric,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,11.3,85932.38,False,True,False,False,False,False,0.0,6535.69,0.0,0.0,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,594.0,False,False,False,1,0,0.0,0,False
148,42,Single,Matric,Full-time employed,Seshego,Polokwane,Limpopo,Township,2.7,411827.18,True,True,False,True,False,False,6145.95,,0.0,93875.96,0.0,0.0,,,,,,,True,True,False,7.0,11.0,0.0,826.0,True,False,False,3,2,18.0,0,False
149,31,Single,Matric,Unemployed,Sandton,Johannesburg,Gauteng,Urban,0.5,13227.64,False,False,True,True,False,False,0.0,0.0,1786.16,46844.8,0.0,0.0,,,,,,,True,True,False,11.0,3.0,0.0,868.0,False,False,False,2,2,14.0,0,False
150,29,Single,Matric,Self-employed,Soweto,Johannesburg,Gauteng,Township,3.0,245697.71,False,True,True,False,True,False,0.0,28074.35,24965.87,0.0,1804421.01,0.0,2024-04-06,,,,,,True,True,True,5.0,9.0,6.0,831.0,False,False,False,3,3,20.0,1,False
151,34,Married,Matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,6.2,337477.51,True,True,True,False,False,False,7399.79,45521.76,67734.6,0.0,0.0,0.0,,,,,,,True,True,False,8.0,10.0,0.0,426.0,False,False,False,3,2,18.0,0,False
152,33,Single,Less than matric,Full-time employed,Green Point,Cape Town,Western Cape,Urban,8.7,314269.05,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,202658.27,,,,,,,False,False,False,0.0,0.0,0.0,707.0,False,False,False,1,0,0.0,0,False
153,29,Single,Matric,Retired,Langenhoven Park,Bloemfontein,Free State,Suburban,1.5,104339.25,True,False,False,True,False,True,1981.26,0.0,0.0,79898.29,0.0,291073.62,,2024-07-13,,,,,False,True,False,0.0,5.0,0.0,448.0,False,False,False,3,1,5.0,1,False
154,47,Single,Postgraduate,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,8.0,543142.74,True,True,True,False,True,True,9329.29,74567.91,35138.53,0.0,934644.37,743902.63,,,,,,,True,True,True,12.0,32.0,3.0,865.0,False,False,False,5,3,47.0,0,False
155,27,Single,Diploma/Certificate,Retired,Khayelitsha,Cape Town,Western Cape,Township,2.1,126896.4,True,True,False,True,False,False,1477.05,11987.9,0.0,101019.61,0.0,0.0,,,,,,2023-01-31,True,True,True,1.0,3.0,4.0,499.0,False,False,False,3,3,8.0,1,False
156,37,Single,Bachelor's,Self-employed,Unknown,Johannesburg,Gauteng,Township,3.7,222608.3,True,True,True,True,True,True,2858.76,12978.08,18739.24,93676.92,1141612.38,240915.39,,,,,,,True,True,False,0.0,6.0,0.0,880.0,False,False,False,6,2,6.0,0,False
157,58,Married,Matric,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,10.2,148845.68,True,False,False,True,True,False,3002.68,0.0,0.0,44288.85,954185.32,0.0,,,,,,,False,True,True,0.0,3.0,2.0,265.0,False,False,False,3,2,5.0,0,False
158,27,Single,Matric,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,4.8,252607.25,True,True,True,False,True,True,4859.53,18043.98,17580.37,0.0,2465366.9,278649.67,,,,,,,True,True,True,5.0,5.0,3.0,683.0,False,False,False,5,3,13.0,0,False
159,38,Married,Bachelor's,Self-employed,Galeshewe,Kimberley,Northern Cape,Township,1.0,214853.57,False,False,True,True,True,False,0.0,0.0,22121.29,48422.48,1545877.66,0.0,,,,,,,True,False,False,0.0,0.0,0.0,632.0,False,False,False,3,1,0.0,0,True
160,31,Single,Matric,Full-time employed,Mahikeng CBD,Mahikeng,North West,Urban,6.9,65377.26,False,True,True,True,False,False,0.0,6006.99,7017.92,153086.45,0.0,0.0,,,,,,,True,True,False,7.0,11.0,0.0,644.0,False,False,False,3,2,18.0,0,False
161,42,Single,Bachelor's,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,3.6,642088.93,True,False,False,False,False,True,13996.96,0.0,0.0,0.0,0.0,417318.85,,,,,,,True,True,False,21.0,41.0,0.0,826.0,False,False,False,2,2,62.0,0,False
162,31,Single,Matric,Part-time employed,Newlands,Cape Town,Western Cape,Suburban,3.5,169602.64,True,False,True,False,False,False,2429.88,0.0,38317.73,0.0,0.0,0.0,,,,,,,True,True,True,2.0,5.0,0.0,683.0,False,False,False,2,3,7.0,0,False
163,18,Single,Bachelor's,Student,Soweto,Johannesburg,Gauteng,Township,2.0,23728.62,False,False,False,True,True,False,0.0,0.0,0.0,36661.7,902185.52,0.0,,,,,,,False,True,False,0.0,3.0,0.0,534.0,False,False,False,2,1,3.0,0,False
164,29,Single,Matric,Unemployed,Newlands,Cape Town,Western Cape,Suburban,3.4,12728.44,True,False,False,True,False,False,228.38,0.0,0.0,154947.05,0.0,0.0,,,,,,,False,True,False,0.0,1.0,0.0,530.0,False,False,False,2,1,1.0,0,False
165,27,Single,Postgraduate,Full-time employed,Soweto,Johannesburg,Gauteng,Township,2.1,83178.2,False,False,False,True,False,False,0.0,0.0,0.0,34663.37,0.0,0.0,,,,,,,True,True,True,4.0,1.0,1.0,600.0,False,False,False,1,3,6.0,0,False
166,50,Single,Bachelor's,Full-time employed,Soweto,Johannesburg,Gauteng,Township,4.9,583830.87,True,False,True,False,True,True,8415.41,0.0,85957.25,0.0,1109913.3,709337.21,,,,,,,True,True,True,6.0,1.0,7.0,539.0,False,False,False,4,3,14.0,0,False
168,38,Single,Diploma/Certificate,Part-time employed,Newlands,Cape Town,Western Cape,Suburban,5.3,119244.71,True,True,True,False,False,True,2187.29,14950.74,18103.38,357.63,0.0,840742.13,,,,,,,False,True,False,0.0,6.0,0.0,610.0,True,False,False,4,1,6.0,0,False
170,37,Single,Matric,Unemployed,Umhlanga,Durban,KwaZulu-Natal,Urban,4.3,8787.42,True,False,False,False,True,False,168.97,0.0,0.0,0.0,476357.36,0.0,,2024-01-30,,,,,True,True,False,5.0,3.0,0.0,705.0,False,False,False,2,2,8.0,1,False
171,22,Single,Less than matric,Part-time employed,Soweto,Johannesburg,Gauteng,Township,0.4,60462.81,True,False,False,True,False,True,821.81,0.0,0.0,18080.76,0.0,466051.97,,,,,,,False,False,True,0.0,0.0,3.0,522.0,False,False,False,3,1,3.0,0,False
172,19,Single,Matric,Part-time employed,Umlazi,Durban,KwaZulu-Natal,Township,2.4,60456.5,False,False,True,True,False,False,0.0,0.0,4490.46,163264.99,0.0,1054.26,,,,,,,False,False,False,0.0,0.0,0.0,482.0,True,False,False,2,0,0.0,0,False
173,19,Single,Matric,Unemployed,Alexandra,Johannesburg,Gauteng,Township,5.0,34457.35,False,False,True,False,False,False,0.0,0.0,2240.38,0.0,0.0,0.0,,,,,,,True,True,False,4.0,10.0,0.0,552.0,False,False,False,1,2,14.0,0,False
174,25,Single,Matric,Full-time employed,Tlhabane,Rustenburg,North West,Township,2.9,253007.76,True,False,True,False,True,False,4336.92,0.0,,0.0,1758842.42,0.0,,,,,,,True,True,False,1.0,0.0,0.0,305.0,True,False,False,3,2,1.0,0,False
175,18,Single,Matric,Unemployed,Mamelodi,Tshwane,Gauteng,Township,0.7,34790.4,False,False,False,True,False,False,0.0,0.0,0.0,61166.38,0.0,0.0,,,,,,,True,True,False,0.0,0.0,0.0,742.0,False,False,False,1,2,0.0,0,True
176,40,Single,Diploma/Certificate,Informal trader,Glenwood,Durban,KwaZulu-Natal,Urban,5.3,145263.13,True,True,True,False,False,False,2253.17,19893.39,9603.2,0.0,0.0,0.0,,,,,,,False,True,True,0.0,6.0,2.0,539.0,False,False,False,3,2,8.0,0,False
177,72,Single,Postgraduate,Part-time employed,Umlazi,Durban,KwaZulu-Natal,Township,4.7,45158.22,False,False,False,False,False,False,0.0,0.0,0.0,260.7,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,445.0,True,False,True,0,0,0.0,0,False
178,32,Married,Matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,4.5,5459.4,True,False,False,True,False,False,97.47,0.0,0.0,96073.19,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,600.0,False,False,False,2,0,0.0,0,False
179,18,Single,Less than matric,Self-employed,Mamelodi,Tshwane,Gauteng,Township,3.3,59376.63,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-22,,,,,,False,True,True,0.0,0.0,5.0,518.0,False,False,True,0,2,5.0,1,False
180,38,Single,Matric,Informal trader,Unknown,Johannesburg,Gauteng,Township,2.4,84714.55,True,False,False,False,False,False,1604.66,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,5.0,3.0,3.0,,False,False,False,1,3,11.0,0,False
181,21,Single,Bachelor's,Student,Tembisa,Ekurhuleni,Gauteng,Township,1.9,2267.28,False,False,True,False,True,False,0.0,0.0,85.99,0.0,1533834.06,0.0,,,,,,,False,False,True,0.0,0.0,3.0,536.0,False,False,False,2,1,3.0,0,False
182,48,Divorced,Matric,Self-employed,Soweto,Johannesburg,Gauteng,Township,6.5,57650.38,True,False,False,True,False,False,1152.18,0.0,0.0,26273.18,0.0,0.0,,,,,,,False,False,True,0.0,0.0,1.0,534.0,False,False,False,2,1,1.0,0,False
183,39,Married,Less than matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,2.1,267492.51,True,True,False,True,False,False,4833.38,23313.15,0.0,115481.04,0.0,0.0,,,,,2023-08-07,,False,False,True,0.0,0.0,5.0,436.0,False,False,False,3,1,5.0,1,False
184,20,Married,Postgraduate,Full-time employed,Tlhabane,Rustenburg,North West,Township,2.4,49412.8,False,False,True,False,False,False,0.0,0.0,2174.1,0.0,0.0,0.0,,,,,,,False,True,False,0.0,2.0,0.0,792.0,False,False,False,1,1,2.0,0,False
185,47,Single,Bachelor's,Self-employed,Rosebank,Johannesburg,Gauteng,Urban,3.0,80283.65,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,420069.78,,,,,,,False,True,False,0.0,13.0,0.0,627.0,False,False,False,1,1,13.0,0,False
186,35,Single,Diploma/Certificate,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,7.5,186780.88,True,True,True,False,False,False,2949.31,11586.4,19417.06,0.0,0.0,0.0,,,,,,,True,False,False,4.0,0.0,0.0,815.0,False,False,False,3,1,4.0,0,False
187,36,Single,Less than matric,Full-time employed,Mamelodi,Tshwane,Gauteng,Township,1.1,72686.53,True,False,True,True,False,False,945.33,0.0,1067.67,134200.83,0.0,0.0,,,,,,,True,True,True,2.0,1.0,6.0,558.0,False,False,False,3,3,9.0,0,False
188,31,Single,Matric,Retired,Mamelodi,Tshwane,Gauteng,Township,4.5,207040.76,True,False,True,False,True,False,3544.9,0.0,31678.14,0.0,2404536.09,0.0,,,,,,,True,True,False,8.0,0.0,0.0,660.0,False,False,False,3,2,8.0,0,False
189,73,Married,Matric,Part-time employed,Mamelodi,Tshwane,Gauteng,Township,12.1,59551.55,False,False,False,True,False,False,345.23,0.0,0.0,57374.45,0.0,0.0,2023-12-27,,,,,,False,True,False,0.0,1.0,0.0,437.0,True,True,False,1,1,1.0,1,False
190,37,Single,Matric,Full-time employed,Motherwell,Gqeberha,Eastern Cape,Township,6.4,185559.83,True,True,False,True,False,False,3579.54,20814.75,0.0,47139.94,0.0,0.0,,,,,,,False,False,True,0.0,0.0,3.0,548.0,False,False,False,3,1,3.0,0,False
